1398893458027,550,0
1398893458273,555,1
1398893458507,560,1
1398893458755,565,1
1398893459004,570,0
1398893459246,575,0
1398893459496,580,1
1398893459741,585,1
1398893459977,590,1
1398893460222,595,1
1398893460478,600,0
1398893460728,605,0
1398893460981,610,0
1398893461234,612,0
1398893461485,620,0
1398893461746,630,0
1398893461985,635,0
1398893462228,640,0
1398893462469,645,0
1398893462719,655,0
1398893462961,660,0
1398893463202,665,0
1398893463440,670,0
1398893463697,675,0
1398893463954,685,0
1398893464184,690,0
1398893464416,695,0
1398893464675,710,0
-
1398893464942,550,0
1398893465174,555,0
1398893465419,560,1
1398893465663,565,1
1398893465907,570,0
1398893466163,575,0
1398893466411,580,1
1398893466664,585,1
1398893466923,590,1
1398893467171,595,1
1398893467431,600,0
1398893467683,605,0
1398893467938,610,0
1398893468190,612,0
1398893468436,620,0
1398893468697,630,0
1398893468948,635,0
1398893469185,640,0
1398893469444,645,0
1398893469695,655,0
1398893469943,660,0
1398893470190,665,0
1398893470443,670,0
1398893470686,675,1
1398893470937,685,0
1398893471183,690,0
1398893471432,695,1
1398893471687,710,0
-
1398893471944,550,0
1398893472193,555,0
1398893472452,560,1
1398893472705,565,1
1398893472951,570,0
1398893473203,575,0
1398893473453,580,1
1398893473702,585,1
1398893473935,590,1
1398893474182,595,1
1398893474419,600,0
1398893474665,605,0
1398893474927,610,0
1398893475193,612,0
1398893475429,620,0
1398893475657,630,0
1398893475911,635,0
1398893476163,640,0
1398893476411,645,0
1398893476684,655,0
1398893476940,660,0
1398893477193,665,0
1398893477451,670,0
1398893477693,675,0
1398893477947,685,0
1398893478193,690,0
1398893478450,695,0
1398893478707,710,1
-
1398893478943,550,0
1398893479189,555,1
1398893479434,560,1
1398893479667,565,1
1398893479930,570,0
1398893480182,575,0
1398893480428,580,1
1398893480671,585,1
1398893480926,590,1
1398893481162,595,1
1398893481402,600,0
1398893481651,605,0
1398893481922,610,0
1398893482189,612,1
1398893482443,620,0
1398893482689,630,0
1398893482928,635,0
1398893483183,640,0
1398893483429,645,0
1398893483689,655,0
1398893483948,660,0
1398893484188,665,0
1398893484437,670,0
1398893484707,675,0
1398893484954,685,0
1398893485203,690,0
1398893485450,695,1
1398893485712,710,0
-
1398893485957,550,0
1398893486206,555,1
1398893486465,560,1
1398893486709,565,1
1398893486957,570,0
1398893487197,575,0
1398893487436,580,1
1398893487684,585,1
1398893487914,590,1
1398893488170,595,1
1398893488420,600,0
1398893488668,605,0
1398893488913,610,0
1398893489161,612,0
1398893489414,620,0
1398893489656,630,0
1398893489891,635,0
1398893490145,640,0
1398893490416,645,0
1398893490657,655,0
1398893490902,660,0
1398893491152,665,0
1398893491413,670,0
1398893491681,675,0
1398893491934,685,0
1398893492184,690,0
1398893492426,695,0
1398893492697,710,0
-
1398893492960,550,0
1398893493214,555,0
1398893493466,560,1
1398893493715,565,1
1398893493961,570,0
1398893494213,575,0
1398893494462,580,1
1398893494694,585,1
1398893494938,590,1
1398893495172,595,1
1398893495417,600,0
1398893495673,605,0
1398893495927,610,0
1398893496188,612,0
1398893496469,620,0
1398893496735,630,0
1398893496993,635,0
1398893497249,640,0
1398893497490,645,0
1398893497754,655,0
1398893498000,660,0
1398893498250,665,0
1398893498507,670,0
1398893498747,675,0
1398893499002,685,0
1398893499242,690,0
1398893499476,695,0
1398893499738,710,1
-
1398893499998,550,0
1398893500246,555,1
1398893500499,560,1
1398893500750,565,1
1398893500998,570,0
1398893501287,575,0
1398893501545,580,1
1398893501799,585,1
1398893502055,590,1
1398893502288,595,1
1398893502537,600,0
1398893502786,605,0
1398893503032,610,0
1398893503277,612,0
1398893503523,620,0
1398893503762,630,0
1398893504035,635,0
1398893504269,640,0
1398893504516,645,0
1398893504775,655,0
1398893505030,660,0
1398893505282,665,0
1398893505530,670,0
1398893505791,675,0
1398893506051,685,0
1398893506324,690,0
1398893506578,695,0
1398893506822,710,2
-
1398893507088,550,0
1398893507350,555,2
1398893507600,560,1
1398893507850,565,1
1398893508091,570,0
1398893508357,575,0
1398893508608,580,1
1398893508857,585,1
1398893509104,590,1
1398893509357,595,1
1398893509596,600,0
1398893509837,605,0
1398893510099,610,0
1398893510351,612,1
1398893510608,620,0
1398893510851,630,0
1398893511109,635,0
1398893511344,640,0
1398893511589,645,0
1398893511825,655,0
1398893512077,660,0
1398893512308,665,0
1398893512551,670,0
1398893512798,675,0
1398893513042,685,0
1398893513309,690,0
1398893513559,695,0
1398893513793,710,1
-
1398893514045,550,0
1398893514294,555,3
1398893514542,560,1
1398893514807,565,1
1398893515046,570,0
1398893515300,575,0
1398893515554,580,1
1398893515799,585,1
1398893516058,590,1
1398893516307,595,1
1398893516553,600,0
1398893516796,605,0
1398893517054,610,0
1398893517331,612,1
1398893517576,620,0
1398893517840,630,0
1398893518087,635,0
1398893518333,640,0
1398893518579,645,0
1398893518821,655,0
1398893519065,660,0
1398893519301,665,0
1398893519552,670,0
1398893519796,675,0
1398893520054,685,0
1398893520295,690,0
1398893520545,695,0
1398893520798,710,1
-
1398893521054,550,0
1398893521298,555,3
1398893521565,560,1
1398893521815,565,1
1398893522051,570,0
1398893522296,575,0
1398893522544,580,1
1398893522787,585,1
1398893523027,590,1
1398893523289,595,1
1398893523537,600,0
1398893523792,605,0
1398893524046,610,0
1398893524296,612,0
1398893524551,620,0
1398893524799,630,0
1398893525046,635,0
1398893525289,640,1
1398893525550,645,1
1398893525797,655,0
1398893526056,660,0
1398893526298,665,0
1398893526567,670,0
1398893526813,675,1
1398893527082,685,0
1398893527317,690,0
1398893527569,695,0
1398893527828,710,1
-
1398893528096,550,0
1398893528350,555,1
1398893528590,560,1
1398893528847,565,1
1398893529091,570,0
1398893529340,575,0
1398893529598,580,1
1398893529843,585,1
1398893530095,590,1
1398893530375,595,1
1398893530681,600,0
1398893530954,605,0
1398893531214,610,0
1398893531463,612,0
1398893531719,620,0
1398893531967,630,0
1398893532220,635,0
1398893532471,640,0
1398893532713,645,1
1398893532964,655,0
1398893533196,660,0
1398893533446,665,0
1398893533693,670,0
1398893533944,675,2
1398893534184,685,0
1398893534441,690,0
1398893534699,695,0
1398893534974,710,1
-
1398893535239,550,0
1398893535499,555,1
1398893535869,560,1
1398893536130,565,1
1398893536385,570,0
1398893536650,575,0
1398893536909,580,1
1398893537150,585,1
1398893537422,590,1
1398893537688,595,1
1398893537935,600,0
1398893538193,605,0
1398893538446,610,0
1398893538711,612,0
1398893538952,620,0
1398893539201,630,0
1398893539448,635,0
1398893539690,640,0
1398893539941,645,1
1398893540200,655,0
1398893540432,660,0
1398893540685,665,0
1398893540946,670,0
1398893541214,675,2
1398893541477,685,0
1398893541727,690,0
1398893541998,695,0
1398893542268,710,1
-
1398893542543,550,0
1398893542799,555,1
1398893543048,560,1
1398893543314,565,1
1398893543662,570,0
1398893543937,575,0
1398893544277,580,1
1398893544578,585,1
1398893544831,590,1
1398893545109,595,1
1398893545366,600,0
1398893545649,605,0
1398893545906,610,0
1398893546169,612,0
1398893546419,620,0
1398893546701,630,0
1398893546984,635,0
1398893547254,640,0
1398893547534,645,0
1398893547800,655,0
1398893548054,660,0
1398893548309,665,0
1398893548560,670,0
1398893548827,675,3
1398893549113,685,0
1398893549375,690,0
1398893549631,695,0
1398893549889,710,1
-
1398893550161,550,0
1398893550435,555,1
1398893550683,560,1
